brand_name,inn_raw,inn_normalized,pipeline_drug,match_type
SEPTHOL,LEVOMENTHOL / VERATROLE / RESORCINOL / ACIDE SALICYLIQUE,levomenthol / veratrole / resorcinol / acide salicylique,Levomefolic acid,prefix
SYNTHOL GEL,LEVOMENTHOL / VERATROLE / RESORCINOL / ACIDE SALICYLIQUE,levomenthol / veratrole / resorcinol / acide salicylique,Levomefolic acid,prefix
NOZINAN,LEVOMEPROMAZINE,levomepromazine,Levomefolic acid,prefix
LEVOZAN,LEVOMEPROMAZINE CHLORHYDRATE EXPRIME EN LEVOMEPROMAZINE,levomepromazine,Levomefolic acid,prefix
NOZINAN,LEVOMEPROMAZINE CHLORHYDRATE EXPRIME EN LEVOMEPROMAZINE,levomepromazine,Levomefolic acid,prefix
NOVAZIN,LEVOMEPROMAZINE MALEATE EXPRIME EN LEVOMEPROMAZINE,levomepromazine,Levomefolic acid,prefix
MICROVAL,LEVONORGESTREL,levonorgestrel,Levonorgestrel,exact
MIRENA 20µG/24H,LEVONORGESTREL,levonorgestrel,Levonorgestrel,exact
MINIDRIL,LEVONORGESTREL / ETHINYLESTRADIOL,levonorgestrel / ethinylestradiol,Levonorgestrel,prefix
SIMDAX,LEVOSIMENDAN,levosimendan,Levosimendan,exact
LEVOTHYROX,LEVOTHYROXINE  SODIQUE,levothyroxine,Levothyroxine,exact
LEVOTIRON,LEVOTHYROXINE  SODIQUE,levothyroxine,Levothyroxine,exact
BERLTHYROX,LEVOTHYROXINE  SODIQUE,levothyroxine,Levothyroxine,exact
LEVOTHYROX,LEVOTHYROXINE SODIQUE,levothyroxine,Levothyroxine,exact
LEVOTIRON,LEVOTHYROXINE SODIQUE,levothyroxine,Levothyroxine,exact
UNICAINE 1%,LIDOCAINE  CHLORHYDRATE,lidocaine,Lidocaine,exact
BIOMLA,Lidocaine / Prilocaine,lidocaine / prilocaine,Lidocaine,prefix
XYLOCAINE VISQUEUSE,LIDOCAINE VISQUEUSE,lidocaine visqueuse,Lidocaine,prefix
XYLOCAINE NAPHAZOLINE,LIDOCAINE/NAPHAZOLINE,lidocaine/naphazoline,Lidocaine,prefix
VICTOZA,LIRAGLUTIDE,liraglutide,Liraglutide,exact
DIMEPRA,Lopéramide Chlorhydrate,lopéramide,,none
LOPERIDAL,Lopéramide Chlorhydrate,lopéramide,,none
LOPEREX,Lopéramide Chlorhydrate,lopéramide,,none
INPHADIUM,Lopéramide Chlorhydrate,lopéramide,,none
LOPERAMIDE NS,Lopéramide Chlorhydrate,lopéramide,,none
LORADINE,LORATADINE,loratadine,Loratadine,exact
LORATAL,LORATADINE,loratadine,Loratadine,exact
LORATADINE NOVAGENERICS,LORATADINE,loratadine,Loratadine,exact
ORIN,LORATADINE,loratadine,Loratadine,exact
AKARYD,LORATADINE,loratadine,Loratadine,exact
LUTEDINE,LORATADINE,loratadine,Loratadine,exact
NEOTADINE,LORATADINE,loratadine,Loratadine,exact
LORATADINE BEKER,LORATADINE,loratadine,Loratadine,exact
LORATINE,LORATADINE,loratadine,Loratadine,exact
ORZEPAM,LORAZEPAM,lorazepam,Lorazepam,exact
TEMESTA,LORAZEPAM,lorazepam,Lorazepam,exact
MAPEZ,LORAZEPAM,lorazepam,Lorazepam,exact
LORAZEPAM - AGD,LORAZEPAM,lorazepam,Lorazepam,exact
ANXIENAD,LORAZEPAM,lorazepam,Lorazepam,exact
COZAAR,LOSARTAN POTASSIQUE,losartan potassique,Losartan,prefix
LOZARTAN GEO,LOSARTAN POTASSIQUE,losartan potassique,Losartan,prefix
LOSARTAN LDM,LOSARTAN POTASSIQUE,losartan potassique,Losartan,prefix
ANGIZAR,LOSARTAN POTASSIQUE,losartan potassique,Losartan,prefix
BEKTAL,LOSARTAN POTASSIQUE,losartan potassique,Losartan,prefix
HYSARTAN,LOSARTAN POTASSIQUE,losartan potassique,Losartan,prefix
HYZAAR,LOSARTAN POTASSIQUE /  HYDROCHLOROTHIAZIDE,losartan potassique /  hydrochlorothiazide,Losartan,prefix
THIAZARTAN,LOSARTAN POTASSIQUE /  HYDROCHLOROTHIAZIDE,losartan potassique /  hydrochlorothiazide,Losartan,prefix
COBEKTAL,LOSARTAN POTASSIQUE /  HYDROCHLOROTHIAZIDE,losartan potassique /  hydrochlorothiazide,Losartan,prefix
CO-HYSARTAN,LOSARTAN POTASSIQUE /  HYDROCHLOROTHIAZIDE,losartan potassique /  hydrochlorothiazide,Losartan,prefix
FORTZAAR,LOSARTAN POTASSIQUE/ HYDROCHLOROTHIAZIDE,losartan potassique/ hydrochlorothiazide,Losartan,prefix
FORLYSART,LOSARTAN POTASSIQUE/ HYDROCHLOROTHIAZIDE,losartan potassique/ hydrochlorothiazide,Losartan,prefix
CO-NORTA FORT,LOSARTAN POTASSIQUE/ HYDROCHLOROTHIAZIDE,losartan potassique/ hydrochlorothiazide,Losartan,prefix
COBEKTAL,LOSARTAN POTASSIQUE/ HYDROCHLOROTHIAZIDE,losartan potassique/ hydrochlorothiazide,Losartan,prefix
LOXAPAC,LOXAPINE,loxapine,Loxapine,exact
LOXAPAC,LOXAPINE SUCCINATE EXPRIME EN LOXAPINE,loxapine,Loxapine,exact
TETRALYSAL,LYMECYCLINE (EXPRIME EN TETRACYCLINE BASE),tetracycline base),,none
ORGAMETRIL,LYNESTRENOL,lynestrenol,Lynestrenol,exact
VITAMAG,MAGNESIUM ELEMENT  (SOUS FORME DE MAGNESIUM PIDOLATE),magnesium element  (sous forme de magnesium pidolate),,none
VITAMAG,MAGNESIUM ELEMENT (SOUS FORME DE MAGNESIUM PIDOLATE),magnesium element (sous forme de magnesium pidolate),,none
ISOMAG,MAGNESIUM PIDOLATE,magnesium pidolate,,none
ACTIMAG,MAGNESIUM PIDOLATE,magnesium pidolate,,none
MAGNE,MAGNESIUM PIDOLATE,magnesium pidolate,,none
TONIMAG,MAGNESIUM PIDOLATE,magnesium pidolate,,none
PYROMAG,MAGNESIUM PIDOLATE**,magnesium pidolate**,,none
STIMOL,MALATE DE CITRILLUNE,malate de citrillune,,none
WORMAZOL,MEBENDAZOLE,mebendazole,Mebendazole,exact
VERMAZOL,MEBENDAZOLE,mebendazole,Mebendazole,exact
SPASCOL,Mebeverine chlorhydrate,mebeverine,Mebeverine,exact
SPASCOL LP,Mebeverine chlorhydrate,mebeverine,Mebeverine,exact
DUSPATALIN,Mebeverine chlorhydrate,mebeverine,Mebeverine,exact
DUSPAVERINE,Mebeverine chlorhydrate,mebeverine,Mebeverine,exact
SPALVERINE,Mebeverine chlorhydrate,mebeverine,Mebeverine,exact
MEBEVERINE BEKER LP,Mebeverine chlorhydrate,mebeverine,Mebeverine,exact
FLUISEDAL SANS PROMETHAZINE,MEGLUMINE (BENZOATE  ANHYDRE) / POLYSORBATE 20,meglumine (benzoate ) / polysorbate 20,,none
MELOX,MELOXICAM,meloxicam,Meloxicam,exact
ALKERAN TM,Melphalan,melphalan,Melphalan,exact
ALKERAN,MELPHALAN,melphalan,Melphalan,exact
ALZHANTINE,MEMANTINE CHLORHYDRATE,memantine,Memantine,exact
MEMANTINE BEKER,MEMANTINE CHLORHYDRATE,memantine,Memantine,exact
MIRALE,MEMANTINE CHLORHYDRATE,memantine,Memantine,exact
MENOPUR,MENOTROPINE OU HORMONE GONADOTROPHINE POST MENOPAUSIQUE HUMAINE HMG EXPRIME EN HORMONE FOLLICULOSTIMULANTE FSH / HORMONE LUTEINISANTE LH,hormone folliculostimulante fsh / hormone luteinisante lh,,none
MEDICAINE 2% AVEC ADRENALINE 1/100 000,MEPIVACAINE  (CHLORHYDRATE) / ADRENALINE (TARTRATE),mepivacaine  (chlorhydrate) / adrenaline (tartrate),Mepivacaine,prefix
NATAZINE,MEQUITAZINE,mequitazine,Mequitazine,exact
PRIMALAN,MEQUITAZINE,mequitazine,Mequitazine,exact
PRIMAL,MEQUITAZINE,mequitazine,Mequitazine,exact
MERCUROCHROME,MERCUROCHROME,mercurochrome,,none
MERCUROCHROME,MERCURUCHROME,mercuruchrome,,none
ARCHIFAR,Méropénéme trihydraté exprimé en méropénéme,méropénéme,,none
MEPRA,MEROPENEME TRIHYDRATE EXPRIME EN MEROPENEME ANHYDRE,meropeneme,meropenem,exact
MERONEM,MEROPENEME TRIHYDRATE EXPRIME EN MEROPENEME ANHYDRE,meropeneme,meropenem,exact
ROWASA,MESALAZINE,mesalazine,Mesalazine,exact
SALAZA,MESALAZINE,mesalazine,Mesalazine,exact
MELAZA,Mesalazine,mesalazine,Mesalazine,exact
MELAZA,MESALAZINE,mesalazine,Mesalazine,exact
PENTASA,MESALAZINE,mesalazine,Mesalazine,exact
PENTAZINE LP,MESALAZINE,mesalazine,Mesalazine,exact
UROMITEXAN,MESNA,mesna,,none
PROVIRON,MESTEROLONE,mesterolone,Mesterolone,exact
ROVERON,MESTEROLONE,mesterolone,Mesterolone,exact
DIAGUANID,METFORMINE CHLORHYDRATE,metformine,Metformin,exact
GLUCOPHAGE 850,METFORMINE CHLORHYDRATE,metformine,Metformin,exact
GLUCOPHAGE,METFORMINE CHLORHYDRATE,metformine,Metformin,exact
FARMIDOX,METFORMINE CHLORHYDRATE,metformine,Metformin,exact
DIABAMINE BGL,METFORMINE CHLORHYDRATE,metformine,Metformin,exact
METOPHAGE,METFORMINE CHLORHYDRATE,metformine,Metformin,exact
FORMENTIN,METFORMINE CHLORHYDRATE,metformine,Metformin,exact
METFOR 850,METFORMINE CHLORHYDRATE,metformine,Metformin,exact
METFORAL,METFORMINE CHLORHYDRATE,metformine,Metformin,exact
METFORAL 1000,METFORMINE CHLORHYDRATE,metformine,Metformin,exact
NOVOFORMINE,METFORMINE CHLORHYDRATE,metformine,Metformin,exact
GLUCOFORMINE,METFORMINE CHLORHYDRATE,metformine,Metformin,exact
GLUCOMEX,METFORMINE CHLORHYDRATE,metformine,Metformin,exact
GLUCOMEX,METFORMINE CHLORHYDRATE,metformine,Metformin,exact
NEXECOR,METFORMINE CHLORHYDRATE,metformine,Metformin,exact
PHYSIOPHORMINE,METFORMINE CHLORHYDRATE,metformine,Metformin,exact
GLUCONAD,METFORMINE CHLORHYDRATE,metformine,Metformin,exact
GLUCOTAC,METFORMINE CHLORHYDRATE,metformine,Metformin,exact
STAGID,METFORMINE EMBONATE,metformine embonate,Metformin,prefix
METLESS LP,METFORMINE HYDROCHLORIDE,metformine hydrochloride,Metformin,prefix
METLESS LP,METFORMINE HYDROCHLORIDE,metformine hydrochloride,Metformin,prefix
METFOR LP,METFORMINE HYDROCHLORIDE,metformine hydrochloride,Metformin,prefix
CYTOTREX,METHOTREXATE,methotrexate,Methotrexate,exact
METHOTREXATE EBEWE,METHOTREXATE DISODIQUE EXPRIME EN METHOTREXATE,methotrexate,Methotrexate,exact
ALDOMET,METHYLDOPA SESQUIHYDRATEE EXPRIME EN METHYLDOPA ANHYDRE,methyldopa,Methyldopa,exact
MEPRENAL,METHYLPREDNISOLONE,methylprednisolone,Methylprednisolone,exact
SOLU-MEDROL,METHYLPREDNISOLONE,methylprednisolone,Methylprednisolone,exact
CORTTILAM,METHYLPREDNISOLONE,methylprednisolone,Methylprednisolone,exact
PREDNOL,METHYLPREDNISOLONE,methylprednisolone,Methylprednisolone,exact
TERAPRED,METHYLPREDNISOLONE,methylprednisolone,Methylprednisolone,exact
TERAPRED,METHYLPREDNISOLONE,methylprednisolone,Methylprednisolone,exact
MP4,METHYLPREDNISOLONE,methylprednisolone,Methylprednisolone,exact
MP 16,METHYLPREDNISOLONE,methylprednisolone,Methylprednisolone,exact
HUPPOMEDROL,METHYLPREDNISOLONE,methylprednisolone,Methylprednisolone,exact
LISAMETACE,METHYLPREDNISOLONE ACETATE,methylprednisolone,Methylprednisolone,exact
EPIZOLONE-DEPOT,Méthylprednisolone acétate,méthylprednisolone acétate,,none
METHYLPREDNISOLONE MYLAN,METHYLPREDNISOLONE HEMISUCCINATE EXPRIME EN METHYLPREDNISOLONE,methylprednisolone,Methylprednisolone,exact
METHYLPREDNISONE MYLAN,METHYLPREDNISOLONE HEMISUCCINATE EXPRIME EN METHYLPREDNISOLONE,methylprednisolone,Methylprednisolone,exact
LEMOD-SOLU,METHYLPREDNISOLONE SUCCINATE DE SODIUM EXPRIME EN METHYLPREDNISOLONE,methylprednisolone,Methylprednisolone,exact
LISAMETHYLE,METHYLPREDNISOLONE SUCCINATE SODIQUE EXPRIME EN METHYLPREDNISOLONE,methylprednisolone,Methylprednisolone,exact
LEMOD-SOLU,METHYLPREDNISOLONE SUCCINATE SODIQUE EXPRIME EN METHYLPREDNISOLONE,methylprednisolone,Methylprednisolone,exact
INPREDNI 40,METHYLPREDNISOLONE SUCCINATE SODIQUE EXPRIME EN METHYLPREDNISOLONE,methylprednisolone,Methylprednisolone,exact
LISAMETHYLE,METHYLPREDNISOLONE** (SOUS FORME DE SUCCINATE SODIQUE),methylprednisolone** (sous forme de succinate),,none
METOPRAM,METOCLOPRAMIDE,metoclopramide,Metoclopramide,exact
MODENUM,METOCLOPRAMIDE CHLORHYDRATE MONOHYDRATE EXPRIME EN CHLORHYDRATE DE METOCLOPRAMIDE,chlorhydrate de metoclopramide,Chlorhexidine,prefix
TOLOL,METOPROLOL SUCCINATE,metoprolol succinate,,none
METOPRESS,METOPROLOL SUCCINATE EXPRIME EN METOPROLOL,metoprolol,Metoprolol,exact
METOCROVIS,Metoprolol tartrate,metoprolol,Metoprolol,exact
LOPRESS,Metoprolol tartrate,metoprolol,Metoprolol,exact
PROSSOR,Metoprolol tartrate,metoprolol,Metoprolol,exact
LORESTA,Metoprolol tartrate,metoprolol,Metoprolol,exact
LOPRESSOR  LP,Metoprolol tartrate,metoprolol,Metoprolol,exact
LOPROX,METOPROLOL TARTRATE,metoprolol,Metoprolol,exact
METROGYL,METRODINAZOLE,metrodinazole,,none
NIDAZOLE,METRONIDAZOLE,metronidazole,Metronidazole,exact
METROGYL,METRONIDAZOLE,metronidazole,Metronidazole,exact
IMUZOLE,METRONIDAZOLE,metronidazole,Metronidazole,exact
ROZEX,METRONIDAZOLE,metronidazole,Metronidazole,exact
METRONIDAZOLE BIEFFE MEDITAL,METRONIDAZOLE,metronidazole,Metronidazole,exact
FLAGYL,METRONIDAZOLE,metronidazole,Metronidazole,exact
BIODAZOLE,METRONIDAZOLE,metronidazole,Metronidazole,exact
RONIDAZ 250,METRONIDAZOLE,metronidazole,Metronidazole,exact
RONIDAZ 500,METRONIDAZOLE,metronidazole,Metronidazole,exact
METROFAGYL,METRONIDAZOLE,metronidazole,Metronidazole,exact
METRONIDAZOLE HUP,METRONIDAZOLE,metronidazole,Metronidazole,exact
"METRONIDAZOLE RAZES 0,5%",METRONIDAZOLE,metronidazole,Metronidazole,exact
MEDROGYL,METRONIDAZOLE,metronidazole,Metronidazole,exact
METRONIDAZOLE BEKER,METRONIDAZOLE,metronidazole,Metronidazole,exact
METRONIDAZOLE MM,METRONIDAZOLE,metronidazole,Metronidazole,exact
METAZOLE,METRONIDAZOLE,metronidazole,Metronidazole,exact
MEDAZOL,METRONIDAZOLE,metronidazole,Metronidazole,exact
FLAGYL,METRONIDAZOLE,metronidazole,Metronidazole,exact
TERGYNAN,METRONIDAZOLE / NEOMYCINE SULFATE / NYSTATINE,metronidazole / neomycine / nystatine,,none
METAGYL,METRONIDAZOLE BENZOATE EXPRIME EN METRONIDAZOLE,metronidazole,Metronidazole,exact
MICONAZOLE NOVAGENERICS,MICONAZOLE,miconazole,Miconazole,exact
DAKTAZOL,MICONAZOLE,miconazole,Miconazole,exact
DEKTAGEL,Miconazole,miconazole,Miconazole,exact
IPNODIS,MIDAZOLAM,midazolam,Midazolam,exact
MIDAZOLAM MYLAN,MIDAZOLAM,midazolam,Midazolam,exact
SEDALAM,Midazolam,midazolam,Midazolam,exact
SEDALAM,MIDAZOLAM,midazolam,Midazolam,exact
HIKMA MIDAZOLAM,MIDAZOLAM CHLORHYDRATE EXPRIME EN MIDAZOLAM,midazolam,Midazolam,exact
MINOXIDIL NS,MINOXIDIL,minoxidil,Minoxidil,exact
MINOXYL,MINOXIDIL,minoxidil,Minoxidil,exact
VAZOTEK 2,MOLSIDOMINE,molsidomine,Molsidomine,exact
INVERTER,MOLSIDOMINE,molsidomine,Molsidomine,exact
VAZOTEK 4,MOLSIDOMINE,molsidomine,Molsidomine,exact
MOLSIDOMINE BEKER,MOLSIDOMINE,molsidomine,Molsidomine,exact
DIALOMINE,MOLSIDOMINE,molsidomine,Molsidomine,exact
ANGORAL,MOLSIDOMINE,molsidomine,Molsidomine,exact
CORTISAF,MOMETASONE (SOUS FORME DE FUROATE)**,mometasone (sous forme de furoate)**,,none
NASONEX,MOMETASONE FUROATE ANHYDRE,mometasone furoate,Mometasone furoate,exact
TASONEX,MOMETASONE FUROATE ANHYDRE,mometasone furoate,Mometasone furoate,exact
ETACID,MOMETASONE FUROATE MONOHYDRATE,mometasone furoate,Mometasone furoate,exact
CORSALIC,MOMETASONE FUROATE MONOHYDRATE / ACIDE SALICYLIQUE,mometasone furoate / acide salicylique,,none
SINGASM,Montelukast  sodique exprime en montelukast,montelukast,Montelukast,exact
MONTELUKAST GEO,Montelukast  sodique exprime en montelukast,montelukast,Montelukast,exact
SINGASM,Montelukast  sodique exprime en montelukast,montelukast,Montelukast,exact
SINGULAIR,Montelukast  sodique exprime en montelukast,montelukast,Montelukast,exact
TEMOST,Montelukast  sodique exprime en montelukast,montelukast,Montelukast,exact
MOTRINEX,Montelukast  sodique exprime en montelukast,montelukast,Montelukast,exact
MONKAST,Montelukast  sodique exprime en montelukast,montelukast,Montelukast,exact
MONTELAIR,Montelukast  sodique exprime en montelukast,montelukast,Montelukast,exact
ONCEAIR,Montelukast  sodique exprime en montelukast,montelukast,Montelukast,exact
MONTELUKAST BEKER,Montelukast  sodique exprime en montelukast,montelukast,Montelukast,exact
NIFLUMATE,MORNIFLUMATE,morniflumate,,none
NIFLURIC,MORNIFLUMATE,morniflumate,,none
REFACTO AF,Moroctocog alfa                ( Facteur  de Coagulation Humaine VIII ADNr) PFIZER,moroctocog alfa                ( facteur  de coagulation humaine viii adnr) pfizer,,none
SKENAN LP,Morphine sulfate,morphine,Morphine,exact
"PHYSIOTENS 0,2",MOXONIDINE,moxonidine,Moxonidine,exact
"PHYSIOTENS 0,4",MOXONIDINE,moxonidine,Moxonidine,exact
MOXONIDINE BEKER,MOXONIDINE,moxonidine,Moxonidine,exact
MUPIROCINE NOVAGENERICS 2%,MUPIROCINE,mupirocine,Mupirocin,exact
BACTROBAN,MUPIROCINE,mupirocine,Mupirocin,exact
INFECTOBAN,MUPIROCINE,mupirocine,Mupirocin,exact
MMF,MYCOPHENOLATE MOFETIL,mycophenolate mofetil,Mycophenolate mofetil,exact
PHENOCEPT,MYCOPHENOLATE MOFETIL,mycophenolate mofetil,Mycophenolate mofetil,exact
FLUIMICIL EXPECTORANT ACETYLCYSTEINE,N-ACETYLCYSTEINE,n-acetylcysteine,N-acetylcysteine,exact
N-ACETYLCYSTEINE BGL,N-ACETYLCYSTEINE,n-acetylcysteine,N-acetylcysteine,exact
SOLMUCOL 200,N-ACETYLCYSTEINE,n-acetylcysteine,N-acetylcysteine,exact
NADIXA,NADIFLOXACINE,nadifloxacine,,none
FRAXIPARINE,NADROPARINE CALCIQUE (HBPM),nadroparine (hbpm),Nadroparin,prefix
FRAXIPARINE,NADROPARINE CALCIQUE (HEPARINE A BAS POIDS MOLECULAIRE HBPM),nadroparine (heparine a bas poids moleculaire hbpm),Nadroparin,prefix
PRAXILENE,NAFTIDROFURYL,naftidrofuryl,Naftidrofuryl,exact
NAFTIRETARD LP,NAFTIDROFURYL HYDROGENO-OXALATE,naftidrofuryl hydrogeno-oxalate,Naftidrofuryl,prefix
NAFTILENE,NAFTIDROFURYL HYDROGENO-OXALATE,naftidrofuryl hydrogeno-oxalate,Naftidrofuryl,prefix
NALOXONE MYLAN,NALOXONE CHLORHYDRATE ANHYDRE,naloxone,Naloxone,exact
KERATYL,NANDROLONE,nandrolone,Nandrolone,exact
DECA-DURABOLIN,NANDROLONE DECANOATE,nandrolone decanoate,Nandrolone decanoate,exact
NAPROX,NAPROXENE SODIQUE,naproxene,Naproxen,exact
NEXORPAN,NAPROXENE SODIQUE,naproxene,Naproxen,exact
NAPROLGIC,NAPROXENE SODIQUE,naproxene,Naproxen,exact
NHUPAIN,NAPROXENE SODIQUE,naproxene,Naproxen,exact
NAPROLGIC,NAPROXENE SODIQUE ANHYDRE,naproxene,Naproxen,exact
TYSABRI,NATALIZUMAB,natalizumab,Natalizumab,exact
TEMERIT,NEBIVOLOL CHLORHYDRATE EXPRIME EN NEBIVOLOL,nebivolol,Nebivolol,exact
NEBCAR,NEBIVOLOL CHLORHYDRATE EXPRIME EN NEBIVOLOL,nebivolol,Nebivolol,exact
NEO EYE,NEOMYCINE,neomycine,Neomycin,exact
OPHTAMYCIN,NEOMYCINE (SULFATE),neomycine (sulfate),Neomycin,prefix
CRONOLONE-NEO,NEOMYCINE (SULFATE)** / TRIAMCINOLONE (ACETONIDE)**,neomycine (sulfate)** / triamcinolone (acetonide)**,Neomycin,prefix
CEBEMYXINE,NEOMYCINE / POLYMYXINE B,neomycine / polymyxine b,Neomycin,prefix
POLYDEXA,NEOMYCINE SULFATE/POLYMYXINE B SULFATE/ DEXAMETHASONE METASULFOBENZOATE SODIQUE,neomycine/polymyxine b/ dexamethasone metasulfobenzoate,Neomycin,prefix
POLYGYNAX,NEOMYCINE/POLIMYXINE B/NYSTATINE,neomycine/polimyxine b/nystatine,Neomycin,prefix
CEBEMYXINE,NEOMYCINE/POLYMYXINE B,neomycine/polymyxine b,Neomycin,prefix
NEOMIXIN,NEOMYCINE/POLYMYXINE B,neomycine/polymyxine b,Neomycin,prefix
NEVIVIR,Nevirapine,nevirapine,Nevirapine,exact
PULSAGEN LP,NICARDIPINE CHLORHYDRATE,nicardipine,Nicardipine,exact
LOXEN LP,NICARDIPINE CHLORHYDRATE,nicardipine,Nicardipine,exact
LOXEN,NICARDIPINE CHLORHYDRATE,nicardipine,Nicardipine,exact
CARDIPEN LP,NICARDIPINE CHLORHYDRATE,nicardipine,Nicardipine,exact
NICARDEX,NICARDIPINE CHLORHYDRATE,nicardipine,Nicardipine,exact
NICARDIPINE BIOTHERA,NICARDIPINE CHLORHYDRATE,nicardipine,Nicardipine,exact
LOXIDIPINE LP,NICARDIPINE CHLORHYDRATE,nicardipine,Nicardipine,exact
NIFAZIDE,NIFUROXAZIDE,nifuroxazide,nifuroxazide,exact
FUROXID,NIFUROXAZIDE,nifuroxazide,nifuroxazide,exact
DYSENTYL,NIFUROXAZIDE,nifuroxazide,nifuroxazide,exact
IFFUROXAZIDE,NIFUROXAZIDE,nifuroxazide,nifuroxazide,exact
MEROXAZIDE,NIFUROXAZIDE,nifuroxazide,nifuroxazide,exact
NIFUROXAZIDE PHYSIOPHARM,NIFUROXAZIDE,nifuroxazide,nifuroxazide,exact
NIFUROXAZIDE AFRO,NIFUROXAZIDE,nifuroxazide,nifuroxazide,exact
TASIGNA,NILOTINIB CHLORHYDRATE MONOHYDRATE EXPRIME EN NILOTINIB,nilotinib,Nilotinib,exact
ORFADIN,NITISINONE,nitisinone,Nitisinone,exact
NAXOLIN,NITROXOLINE,nitroxoline,Nitroxoline,exact
NOLIB,NITROXOLINE,nitroxoline,Nitroxoline,exact
NABYOL FORTE,NITROXOLINE,nitroxoline,Nitroxoline,exact
NEOBIOL,NITROXOLINE,nitroxoline,Nitroxoline,exact
OPDIVO,Nivolumab,nivolumab,Nivolumab,exact
CHIBROXINE,NORFLOXACINE,norfloxacine,Norfloxacin,exact
APIFLOX,NORFLOXACINE,norfloxacine,Norfloxacin,exact
NORFLOXAL,NORFLOXACINE,norfloxacine,Norfloxacin,exact
MYCOTINE,NYSTATINE,nystatine,Nystatin,exact
MICOTYDE,NYSTATINE / TRIAMCINOLONE ACETONIDE / NEOMYCINE SULFATE EXPRIME EN NEOMYCINE,neomycine,Neomycin,exact
MYCOMEX,NYSTATINE / TRIAMCINOLONE ACETONIDE / NEOMYCINE SULFATE EXPRIME EN NEOMYCINE,neomycine,Neomycin,exact
ZECUF AVEC SUCRE,OCIMUM SANCTUM / GLYCERRHIZA GLABRA / CURCUMA LONGA / ZINGIBER OFFICINAL / ADHATODA VASICA / SOLANUM INDICUM / INULA RACEMOSA  / PIPER CUBEBA / TERMINALIA BELERICA / ALOE BARBADENSIS / MENTHOL.,ocimum sanctum / glycerrhiza glabra / curcuma longa / zingiber officinal / adhatoda vasica / solanum indicum / inula racemosa  / piper cubeba / terminalia belerica / aloe barbadensis / menthol.,,none
ZECUF SANS SUCRE,OCIMUM SANCTUM / GLYCERRHIZA GLABRA / CURCUMA LONGA / ZINGIBER OFFICINAL / ADHATODA VASICA / SOLANUM INDICUM / INULA RACEMOSA  / PIPER CUBEBA / TERMINALIA BELERICA / ALOE BARBADENSIS / MENTHOL.,ocimum sanctum / glycerrhiza glabra / curcuma longa / zingiber officinal / adhatoda vasica / solanum indicum / inula racemosa  / piper cubeba / terminalia belerica / aloe barbadensis / menthol.,,none
ADVATE,OCTOCOG ALFA (FACTEUR VIII DE COAGULATION HUMAIN RECOMBINANT ANTI-HEMOPHILIQUE),octocog alfa (facteur viii de coagulation humain recombinant anti-hemophilique),,none
OCTREOTIDE BIOINDUSTRIA L.I.M,OCTREOTIDE ACETATE,octreotide,Octreotide,exact
CORONOL,Ofloxacine,ofloxacine,Ofloxacin,exact
OFLOTEK,Ofloxacine,ofloxacine,Ofloxacin,exact
FLOXEDOL,Ofloxacine,ofloxacine,Ofloxacin,exact
OPTIFLOX,Ofloxacine,ofloxacine,Ofloxacin,exact
SCHIZOPIN,OLANZAPINE,olanzapine,Olanzapine,exact
OLPREXA,OLANZAPINE,olanzapine,Olanzapine,exact
OLZANID,OLANZAPINE,olanzapine,Olanzapine,exact
NOVAPREXA,OLANZAPINE,olanzapine,Olanzapine,exact
OLANZOMAX,OLANZAPINE,olanzapine,Olanzapine,exact
OLANZEX,OLANZAPINE,olanzapine,Olanzapine,exact
PSYCHOLANZ ODT,OLANZAPINE,olanzapine,Olanzapine,exact
VAINCOR 10MG,OLANZAPINE,olanzapine,Olanzapine,exact
LANZAPREX,OLANZAPINE,olanzapine,Olanzapine,exact
LANZAPREX,OLANZAPINE,olanzapine,Olanzapine,exact
OLANZA,OLANZAPINE,olanzapine,Olanzapine,exact
OLANZA ORO,OLANZAPINE,olanzapine,Olanzapine,exact
OLANZAPINE NAD,OLANZAPINE,olanzapine,Olanzapine,exact
OLANZAPINE MM,OLANZAPINE,olanzapine,Olanzapine,exact
DEPOLAN 5,OLANZAPINE,olanzapine,Olanzapine,exact
DEPOLAN 10,OLANZAPINE,olanzapine,Olanzapine,exact
NONAN,OLIGOELEMENTS,oligoelements,,none
OPATANOL,OLOPATADINE**(SOUS FORME DE CHLORHYDRATE),olopatadine**(sous forme de),Olopatadine,prefix
XOLAIR,OMALIZUMAB,omalizumab,Omalizumab,exact
OPRACIDE,OMEPRAZOLE,omeprazole,Omeprazole,exact
OMEDAR,OMEPRAZOLE,omeprazole,Omeprazole,exact
OMEPRAZOLE NOVAGENERICS,OMEPRAZOLE,omeprazole,Omeprazole,exact
ZIMOR,OMEPRAZOLE,omeprazole,Omeprazole,exact
OMED RGO,OMEPRAZOLE,omeprazole,Omeprazole,exact
OMED-20,OMEPRAZOLE,omeprazole,Omeprazole,exact
ANTAG,OMEPRAZOLE,omeprazole,Omeprazole,exact
OMEPRAMEX,OMEPRAZOLE,omeprazole,Omeprazole,exact
NEOGASTRIC,OMEPRAZOLE,omeprazole,Omeprazole,exact
OMEPRAZOLE MM,OMEPRAZOLE,omeprazole,Omeprazole,exact
