head	relation	tail
Zongertinib	substrate_of	UGT1A4
Ertugliflozin	substrate_of	UGT2B7
Vindesine	substrate_of	CYP3A4
Olanzapine	substrate_of	FMO3
Probenecid	substrate_of	ABCC2
Acebutolol	substrate_of	CYP2D6
Mirabegron	substrate_of	UGT1A8
Ulipristal	substrate_of	CYP3A4
Mercaptopurine	substrate_of	SLC22A8
Zinc sulfate, unspecified form	substrate_of	SLC39A7
Trimebutine	substrate_of	CYP3A4
Methoxyflurane	substrate_of	CYP3A4
Triazolam	substrate_of	CYP3A4
Methotrexate	substrate_of	DHFR
Disopyramide	substrate_of	CYP1A2
Ketotifen	substrate_of	UGT1A3
Fruquintinib	substrate_of	CYP2C19
Levothyroxine	substrate_of	SLCO1C1
Dacarbazine	substrate_of	CYP2E1
Tamoxifen	substrate_of	CYP2C19
Metformin	substrate_of	SLC47A1
Teniposide	substrate_of	CYP3A5
Gilteritinib	substrate_of	CYP3A4
Bepridil	substrate_of	CYP3A4
Levocarnitine	substrate_of	SLC22A16
Cabergoline	substrate_of	CYP3A4
Dacomitinib	substrate_of	ABCG2
Iloperidone	substrate_of	CYP2D6
Citalopram	substrate_of	MAOA
Imatinib	substrate_of	ABCC1
Sevabertinib	substrate_of	ABCG2
Chlorpheniramine	substrate_of	CYP3A5
Norgestimate	substrate_of	CYP3A4
Upadacitinib	substrate_of	CYP2D6
Perphenazine	substrate_of	CYP1A2
Xanomeline	substrate_of	CYP2D6
Arimoclomol	substrate_of	SLC47A1
Pioglitazone	substrate_of	CYP2C8
Disulfiram	substrate_of	ABCB11
Doxorubicin	substrate_of	CYP2D6
Encorafenib	substrate_of	CYP3A4
Ospemifene	substrate_of	CYP2C9
Fexofenadine	substrate_of	SLCO1B1
Buprenorphine	substrate_of	CYP3A7
Mirabegron	substrate_of	SLC22A2
Pazopanib	substrate_of	CYP2C8
Midodrine	substrate_of	CYP2D6
Fedratinib	substrate_of	FMO3
Sparsentan	substrate_of	ABCG2
Siponimod	substrate_of	CYP2C9
Sorafenib	substrate_of	RALBP1
Nifurtimox	substrate_of	ABCG2
Doxorubicin	substrate_of	NDUFS3
Pralsetinib	substrate_of	ABCB1
Thalidomide	substrate_of	CYP1A1
Vemurafenib	substrate_of	ORM1
Ketoconazole	substrate_of	CYP3A4
Celecoxib	substrate_of	CYP2C9
Liothyronine	substrate_of	SLCO1B1
Valproic acid	substrate_of	UGT1A9
Daclatasvir	substrate_of	CYP3A43
Pentoxifylline	substrate_of	CYP1A2
Cortisone acetate	substrate_of	CYP3A4
Valbenazine	substrate_of	CYP3A4
Olmesartan	substrate_of	SLCO1B3
Prazosin	substrate_of	ORM1
Losartan	substrate_of	CYP2C9
Dronabinol	substrate_of	UGT1A1
Lamivudine	substrate_of	NME2
Glyburide	substrate_of	ABCG2
Acetaminophen	substrate_of	GSTM1
Leflunomide	substrate_of	ABCG2
Sofosbuvir	substrate_of	NME1
Budesonide	substrate_of	ABCB1
Eplerenone	substrate_of	CYP3A4
Rolapitant	substrate_of	CYP3A4
L-Glutamine	substrate_of	SLC7A6
Aceclofenac	substrate_of	CYP2C9
Fluvastatin	substrate_of	SLCO1B1
Pretomanid	substrate_of	CYP3A4
Sitagliptin	substrate_of	CYP2C8
Letermovir	substrate_of	ABCB1
Naldemedine	substrate_of	CYP3A4
Estrone sulfate	substrate_of	SLC47A2
Tetrabenazine	substrate_of	CBR1
Cyclophosphamide	substrate_of	CYP3A4
Clonidine	substrate_of	CYP1A1
Granisetron	substrate_of	CYP3A4
Pantoprazole	substrate_of	CYP2C19
Apalutamide	substrate_of	CYP3A4
Ezogabine	substrate_of	UGT1A4
Naproxen	substrate_of	CYP2C9
Tamoxifen	substrate_of	CYP2B6
Tretinoin	substrate_of	CYP3A7
Amlodipine	substrate_of	ABCB1
Ganciclovir	substrate_of	SLC47A1
Tretinoin	substrate_of	CYP26A1
Moclobemide	substrate_of	CYP2C19
Silodosin	substrate_of	ALDH2
Estradiol cypionate	substrate_of	CYP3A4
Levofloxacin	substrate_of	ALB
Pimozide	substrate_of	CYP3A5
Prazosin	substrate_of	ABCB1
Nisoldipine	substrate_of	CYP3A4
Eltrombopag	substrate_of	CYP1A2
Axitinib	substrate_of	ABCB1
Vincristine	substrate_of	CYP3A5
Carbamazepine	substrate_of	UGT2B7
Acetaminophen	substrate_of	SULT1A3
Grazoprevir	substrate_of	CYP3A4
Conjugated estrogens	substrate_of	SLCO3A1
Omaveloxolone	substrate_of	CYP2C8
Isavuconazonium	substrate_of	BCHE
Allopurinol	substrate_of	SLC22A8
Adagrasib	substrate_of	CYP3A4
Ozanimod	substrate_of	ADH5
Dofetilide	substrate_of	SLC22A2
Alfacalcidol	substrate_of	GC
Trametinib	substrate_of	CYP3A4
Repotrectinib	substrate_of	CYP3A4
Flunitrazepam	substrate_of	CYP3A4
Valsartan	substrate_of	SLCO1B3
Pexidartinib	substrate_of	UGT1A4
Capecitabine	substrate_of	TYMP
Hydromorphone	substrate_of	UGT2B7
Sertraline	substrate_of	CYP2D6
Elagolix	substrate_of	CYP2C8
Meclizine	substrate_of	CYP2D6
Codeine	substrate_of	UGT2B4
Prucalopride	substrate_of	CYP3A4
Mexiletine	substrate_of	CYP2E1
Fedratinib	substrate_of	CYP3A4
Ondansetron	substrate_of	CYP2E1
Mirdametinib	substrate_of	ABCG2
Ritonavir	substrate_of	CYP3A4
Brincidofovir	substrate_of	SMPD1
Almotriptan	substrate_of	MAOA
Acamprosate	substrate_of	SLC22A6
Acyclovir	substrate_of	ADSS1
L-Glutamine	substrate_of	F13A1
Nitrofurantoin	substrate_of	ABCG2
Acetaminophen	substrate_of	SULT1A1
Lamivudine	substrate_of	SLC22A6
Tetraferric tricitrate decahydrate	substrate_of	SLC40A1
Nelfinavir	substrate_of	ABCB1
Melatonin	substrate_of	IDO1
Dasatinib	substrate_of	CYP1A2
Avutometinib	substrate_of	ABCG2
Sunvozertinib	substrate_of	CYP3A4
Sunitinib	substrate_of	CYP3A4
Ozanimod	substrate_of	MAOB
Dacomitinib	substrate_of	CYP2D6
Valaciclovir	substrate_of	SLC15A1
Oseltamivir	substrate_of	ABCC4
Levoketoconazole	substrate_of	CYP3A4
Cisplatin	substrate_of	GSTM1
(S)-Warfarin	substrate_of	CYP2C18
Oxycodone	substrate_of	CYP3A5
Nitrofurantoin	substrate_of	ABCB1
Berotralstat	substrate_of	ABCB1
Testosterone undecanoate	substrate_of	CYP2C9
Boceprevir	substrate_of	CYP3A4
Phenytoin	substrate_of	ABCC2
Methadone	substrate_of	CYP3A7
Finasteride	substrate_of	CYP3A4
Imipramine	substrate_of	CYP3A7
Chromium	substrate_of	CYB5A
Clonidine	substrate_of	CYP2D6
Nicotine	substrate_of	CYP2E1
Zileuton	substrate_of	CYP2C9
Fusidic acid	substrate_of	CYP3A4
Candesartan cilexetil	substrate_of	CYP2C9
Conjugated estrogens	substrate_of	SLCO4A1
Indomethacin	substrate_of	ABCB11
Olanzapine	substrate_of	CYP1A2
Astemizole	substrate_of	ABCB11
Deuruxolitinib	substrate_of	CYP1A2
Azelastine	substrate_of	CYP2C8
Romidepsin	substrate_of	CYP1A1
Oxazepam	substrate_of	UGT2B15
Ranolazine	substrate_of	CYP2D6
Nabumetone	substrate_of	AKR1C4
Ranitidine	substrate_of	SLC22A1
Maprotiline	substrate_of	CYP1A2
Lumateperone	substrate_of	CYP1A2
Adagrasib	substrate_of	CYP2C8
Lamivudine	substrate_of	PGK1
Ibuprofen	substrate_of	CYP2C19
Tolterodine	substrate_of	CYP2C9
Cabazitaxel	substrate_of	CYP3A5
Conjugated estrogens	substrate_of	SLC51B
Mitapivat	substrate_of	CYP3A4
Gemfibrozil	substrate_of	UGT2B17
Zidovudine	substrate_of	CYP2A6
Quinidine	substrate_of	CYP2C9
Pyridostigmine	substrate_of	ACHE
Mesalazine	substrate_of	SLCO2B1
Momelotinib	substrate_of	SLCO1B1
Buprenorphine	substrate_of	CYP2C9
Cefdinir	substrate_of	SLC22A6
Olutasidenib	substrate_of	CYP2C8
Zinc sulfate, unspecified form	substrate_of	SLC30A5
Cilostazol	substrate_of	CYP2C19
Acetaminophen	substrate_of	CYP2A6
Adenosine	substrate_of	SLC29A1
Lansoprazole	substrate_of	CYP2C8
Estradiol valerate	substrate_of	CYP2C8
Methotrexate	substrate_of	SLCO1B3
Fidaxomicin	substrate_of	ABCB1
Mycophenolate mofetil	substrate_of	SLCO1B3
Bexagliflozin	substrate_of	UGT1A9
Zinc sulfate, unspecified form	substrate_of	SLC30A1
Chloroquine	substrate_of	CYP2D6
Cobicistat	substrate_of	CYP3A7
Enasidenib	substrate_of	ABCG2
Glyburide	substrate_of	CYP3A5
Bosutinib	substrate_of	CYP3A4
Azelastine	substrate_of	CYP3A5
Amantadine	substrate_of	SLC22A1
L-Glutamine	substrate_of	GMPS
Larotrectinib	substrate_of	ABCB1
Sertraline	substrate_of	CYP3A4
Fluoxetine	substrate_of	CYP3A4
Carbocisteine	substrate_of	PAH
Oseltamivir	substrate_of	CES1
Velpatasvir	substrate_of	ABCB1
Dapsone	substrate_of	NAT2
Epirubicin	substrate_of	UGT2B7
Omeprazole	substrate_of	ABCB1
Daclatasvir	substrate_of	CYP3A5
L-Glutamine	substrate_of	PPAT
Risdiplam	substrate_of	CYP3A7
Cenobamate	substrate_of	CYP2C19
Doxorubicin	substrate_of	ABCC6
Etodolac	substrate_of	UGT1A10
Isoniazid	substrate_of	CYP2E1
Selegiline	substrate_of	CYP1A2
Warfarin	substrate_of	CYP2C8
Ticagrelor	substrate_of	ABCB1
Ifosfamide	substrate_of	CYP3A5
Sorafenib	substrate_of	ABCB1
Selegiline	substrate_of	CYP2A6
Buspirone	substrate_of	CYP3A7
Trifluridine	substrate_of	SLC29A1
Carboplatin	substrate_of	ATP7A
Paliperidone	substrate_of	CYP3A4
L-Glutamine	substrate_of	QARS1
Conjugated estrogens	substrate_of	SLC51A
Pirtobrutinib	substrate_of	ABCB1
Conjugated estrogens	substrate_of	ABCG2
Nisoldipine	substrate_of	CYP3A7
Meloxicam	substrate_of	CYP2C8
Spironolactone	substrate_of	ABCB11
Bortezomib	substrate_of	ABCB1
Levothyroxine	substrate_of	UGT1A1
Everolimus	substrate_of	CYP3A4
Bromotheophylline	substrate_of	CYP1A2
Venlafaxine	substrate_of	CYP2C9
Calcium citrate	substrate_of	RYR2
Tovorafenib	substrate_of	CYP3A4
Methadone	substrate_of	CYP3A4
Spaglumic acid	substrate_of	SLC36A1
Cladribine	substrate_of	ABCB1
Esketamine	substrate_of	CYP3A4
Ezetimibe	substrate_of	UGT1A3
(R)-warfarin	substrate_of	CYP2C18
Nicotine	substrate_of	CYP1A2
Terbinafine	substrate_of	CYP2C8
Zanubrutinib	substrate_of	CYP3A4
Pitavastatin	substrate_of	ABCC2
(R)-warfarin	substrate_of	CYP2C8
Cabotegravir	substrate_of	ABCB1
Progesterone	substrate_of	CYP3A7
Dasabuvir	substrate_of	ABCB1
Nintedanib	substrate_of	UGT1A10
Rofecoxib	substrate_of	CYP2C9
Voriconazole	substrate_of	FMO3
Edaravone	substrate_of	UGT1A9
Paclitaxel	substrate_of	ABCC10
Rosiglitazone	substrate_of	ABCB11
Copanlisib	substrate_of	ABCB1
Deutetrabenazine	substrate_of	CYP2D6
Tegafur	substrate_of	CYP2A6
Perindopril	substrate_of	SLC15A1
Etoposide	substrate_of	CYP3A4
Dapsone	substrate_of	CYP2C19
Nintedanib	substrate_of	CYP3A4
Venetoclax	substrate_of	CYP3A4
Tecovirimat	substrate_of	UGT1A3
Gemfibrozil	substrate_of	UGT1A3
Sulfasalazine	substrate_of	ABCC2
Methionine	substrate_of	MARS1
Cisplatin	substrate_of	ATP7A
Cyclosporine	substrate_of	ABCB1
Primidone	substrate_of	CYP2C19
Propranolol	substrate_of	CYP3A4
Baricitinib	substrate_of	CYP3A4
Pitavastatin	substrate_of	SLCO2B1
Elbasvir	substrate_of	CYP3A7
Ibrutinib	substrate_of	CYP3A4
Ertugliflozin	substrate_of	ABCB1
Ifosfamide	substrate_of	CYP2B6
Alosetron	substrate_of	CYP1A2
Ivabradine	substrate_of	CYP3A4
Tiotropium	substrate_of	CYP2D6
Rucaparib	substrate_of	ABCB1
Pinaverium	substrate_of	CYP3A4
Methotrexate	substrate_of	SLC15A1
Flecainide	substrate_of	SLC47A1
Domperidone	substrate_of	CYP3A7
Tegaserod	substrate_of	SLC6A4
Clindamycin	substrate_of	ORM1
Levetiracetam	substrate_of	ABCB1
Fluvastatin	substrate_of	UGT2B7
Quetiapine	substrate_of	CYP3A5
Pindolol	substrate_of	CYP2D6
Benzphetamine	substrate_of	CYP2B6
Diclofenac	substrate_of	CYP2C9
Vitamin D	substrate_of	CYP2R1
Progesterone	substrate_of	ABCB1
Hydrocortisone	substrate_of	CYP11B2
Telaprevir	substrate_of	ABCB1
Cholic Acid	substrate_of	SLC10A2
Norgestimate	substrate_of	UGT1A1
Raltegravir	substrate_of	UGT1A1
Praziquantel	substrate_of	CYP3A5
Enasidenib	substrate_of	UGT1A4
Primaquine	substrate_of	CYP1A2
Apomorphine	substrate_of	SULT1B1
Oxcarbazepine	substrate_of	CBR1
Emtricitabine	substrate_of	DCK
Delafloxacin	substrate_of	ABCB5
Baloxavir marboxil	substrate_of	CYP3A4
Norethisterone	substrate_of	CYP2A6
Zolmitriptan	substrate_of	CYP1A2
Pramipexole	substrate_of	SLC22A2
Stavudine	substrate_of	SLC22A6
Tenofovir alafenamide	substrate_of	ABCC4
Dipyridamole	substrate_of	ABCB1
Sodium bicarbonate	substrate_of	SLC4A8
Sotagliflozin	substrate_of	UGT1A1
Isradipine	substrate_of	CYP3A4
Ibuprofen	substrate_of	UGT2B7
Canagliflozin	substrate_of	ABCC2
Hydrochlorothiazide	substrate_of	ABCC4
Ondansetron	substrate_of	CYP2C9
Zolpidem	substrate_of	CYP2D6
Apomorphine	substrate_of	UGT1A1
Promazine	substrate_of	CYP2C19
Asenapine	substrate_of	CYP1A2
Rilzabrutinib	substrate_of	ABCB1
Insulin pork	substrate_of	IDE
Lenvatinib	substrate_of	ABCG2
Vemurafenib	substrate_of	ABCG2
Efavirenz	substrate_of	CYP3A4
Asunaprevir	substrate_of	CYP2C19
Levocetirizine	substrate_of	CYP3A4
Rosuvastatin	substrate_of	CYP2C9
Zinc sulfate, unspecified form	substrate_of	SLC39A6
Indomethacin	substrate_of	SLC10A1
Etoposide	substrate_of	GSTT1
Cefixime	substrate_of	SLC15A1
Arimoclomol	substrate_of	SLC47A2
Fludrocortisone	substrate_of	CYP3A4
Artemether	substrate_of	CYP2C9
Dapagliflozin	substrate_of	CYP2A6
Prochlorperazine	substrate_of	CYP2D6
Ezetimibe	substrate_of	UGT2B7
Tafenoquine	substrate_of	CYP2D6
Alpelisib	substrate_of	ABCG2
Eluxadoline	substrate_of	SLC22A8
Hydrocortisone	substrate_of	SLC22A8
Naloxone	substrate_of	CYP2C18
Ethinylestradiol	substrate_of	CYP2C9
Raloxifene	substrate_of	ABCC2
Cyproheptadine	substrate_of	UGT2B10
Esketamine	substrate_of	CYP2C19
Citalopram	substrate_of	ABCB1
Seladelpar	substrate_of	ABCB1
Neratinib	substrate_of	ALB
Clobazam	substrate_of	CYP3A5
Etrasimod	substrate_of	CYP2C19
Copanlisib	substrate_of	ABCG2
Conjugated estrogens	substrate_of	SLCO2B1
Acyclovir	substrate_of	SLC22A8
Trazodone	substrate_of	CYP3A7
Indomethacin	substrate_of	CYP2C9
Methotrexate	substrate_of	CYP3A4
Omeprazole	substrate_of	CYP2C9
Dronabinol	substrate_of	CYP3A4
Atorvastatin	substrate_of	ABCC2
Terfenadine	substrate_of	CYP3A7
Mirabegron	substrate_of	UGT1A3
Estradiol valerate	substrate_of	HSD17B2
Sirolimus	substrate_of	ABCB1
Erdafitinib	substrate_of	KDR
Methotrexate	substrate_of	SLC22A8
Estradiol acetate	substrate_of	CYP3A5
Tolvaptan	substrate_of	ABCB1
Zoliflodacin	substrate_of	CYP2C8
Zolpidem	substrate_of	CYP2C9
Emtricitabine	substrate_of	SLC47A1
Binimetinib	substrate_of	UGT1A1
Methotrexate	substrate_of	SLCO1A2
Valsartan	substrate_of	SLCO1B1
Methotrexate	substrate_of	GGH
Urokinase	substrate_of	LRP2
Avapritinib	substrate_of	CYP3A4
Carboplatin	substrate_of	GSTM1
Rabeprazole	substrate_of	CYP2C19
Indomethacin	substrate_of	UGT2B7
Losartan	substrate_of	UGT2B7
Halofantrine	substrate_of	CYP2C8
Indomethacin	substrate_of	ABCB1
Eletriptan	substrate_of	CYP3A4
Etrasimod	substrate_of	CYP2C9
Clozapine	substrate_of	CYP3A4
Dasabuvir	substrate_of	ABCB5
Trabectedin	substrate_of	CYP2C19
Estradiol valerate	substrate_of	CYP1A2
Betaine	substrate_of	SLC6A12
Anastrozole	substrate_of	UGT2B7
Mesalazine	substrate_of	SLCO1B3
Voriconazole	substrate_of	CYP2C9
Cerivastatin	substrate_of	ABCB11
Ibuprofen	substrate_of	CYP3A4
Riluzole	substrate_of	CYP1A1
Moexipril	substrate_of	SLC15A2
Gefapixant	substrate_of	ABCB1
Doxorubicin	substrate_of	ABCG2
Docetaxel	substrate_of	ABCG2
Brexpiprazole	substrate_of	CYP2D6
Nitrendipine	substrate_of	ABCB11
Sorafenib	substrate_of	CYP3A7
Cisplatin	substrate_of	SLC31A1
Flucloxacillin	substrate_of	CYP3A4
Estradiol cypionate	substrate_of	CYP1B1
Acoramidis	substrate_of	UGT2B7
Empagliflozin	substrate_of	ABCB1
Anastrozole	substrate_of	CYP3A4
Potassium bicarbonate	substrate_of	SLC12A1
Estradiol valerate	substrate_of	ABCB1
Paritaprevir	substrate_of	SLCO1B3
Etoricoxib	substrate_of	CYP1A2
Trabectedin	substrate_of	CYP2E1
Estradiol valerate	substrate_of	CYP3A7
Prednisone	substrate_of	ABCB1
Tenofovir disoproxil	substrate_of	SLC22A6
Xanomeline	substrate_of	FMO3
Nirogacestat	substrate_of	CYP2C9
Tovorafenib	substrate_of	CYP2C8
Cenobamate	substrate_of	CYP2A6
Viloxazine	substrate_of	CYP2D6
Osilodrostat	substrate_of	UGT2B7
Dacomitinib	substrate_of	CYP3A4
Pravastatin	substrate_of	SLC22A8
Paltusotine	substrate_of	CYP3A5
Terbinafine	substrate_of	CYP2C19
Amitriptyline	substrate_of	CYP2C8
Fusidic acid	substrate_of	UGT1A1
L-Glutamine	substrate_of	GATB
Sodium oxybate	substrate_of	ALDH5A1
Levomilnacipran	substrate_of	CYP2J2
Progesterone	substrate_of	CYP3A5
Escitalopram	substrate_of	ABCB1
Dabrafenib	substrate_of	ABCG2
Amitriptyline	substrate_of	UGT1A4
Cyclobenzaprine	substrate_of	UGT1A4
Cenobamate	substrate_of	CYP3A4
Glyburide	substrate_of	SLCO2B1
Enalapril	substrate_of	SLC15A1
Avatrombopag	substrate_of	CYP2C9
Liothyronine	substrate_of	SLCO1C1
Rosiglitazone	substrate_of	CYP2E1
Theophylline	substrate_of	CYP1A2
Flutamide	substrate_of	CYP1A1
Cyproterone acetate	substrate_of	CYP3A4
Artemether	substrate_of	CYP2C19
Paricalcitol	substrate_of	CYP3A4
Raloxifene	substrate_of	ABCB1
Imipramine	substrate_of	CYP2B6
Amprenavir	substrate_of	CYP2D6
Deutetrabenazine	substrate_of	CBR3
Lorlatinib	substrate_of	CYP2C19
Romidepsin	substrate_of	ABCB1
Brimonidine	substrate_of	AOX1
Letermovir	substrate_of	SLCO1B3
Atorvastatin	substrate_of	ABCC4
Paliperidone	substrate_of	CYP3A5
Flutamide	substrate_of	CYP3A4
Lenalidomide	substrate_of	ABCB1
Infigratinib	substrate_of	ABCG2
Mycophenolic acid	substrate_of	UGT1A7
Nabilone	substrate_of	CYP2J2
Fluvastatin	substrate_of	CYP2C8
Glecaprevir	substrate_of	SLCO1B3
Binimetinib	substrate_of	ABCG2
Zolpidem	substrate_of	CYP1A2
Diazepam	substrate_of	PTGS1
Fexinidazole	substrate_of	CYP2C19
Levomilnacipran	substrate_of	CYP2C19
Semaglutide	substrate_of	MME
Carbamazepine	substrate_of	RALBP1
Hydrochlorothiazide	substrate_of	SLC22A8
Brincidofovir	substrate_of	SLCO1B3
Eravacycline	substrate_of	CYP3A4
Edoxaban	substrate_of	ABCB1
Rifamycin	substrate_of	ABCB1
Tiotropium	substrate_of	SLC22A4
Revumenib	substrate_of	SLC22A6
Astemizole	substrate_of	CYP3A4
Adefovir dipivoxil	substrate_of	NME1
Lamotrigine	substrate_of	UGT1A1
Doxorubicin	substrate_of	NDUFS7
Adagrasib	substrate_of	CYP1A2
Paclitaxel	substrate_of	ABCB11
Thymidine	substrate_of	TYMP
Fostamatinib	substrate_of	CYP3A4
Trabectedin	substrate_of	PTGS1
Chloroquine	substrate_of	CYP3A4
Prasugrel	substrate_of	ALB
Tacrolimus	substrate_of	ABCB1
Desvenlafaxine	substrate_of	UGT1A1
Ceritinib	substrate_of	CYP3A4
Ibrexafungerp	substrate_of	UGT1A1
Tivozanib	substrate_of	ABCB1
Acenocoumarol	substrate_of	CYP3A4
Bexagliflozin	substrate_of	CYP2C8
Fludeoxyglucose (18F)	substrate_of	SLC2A5
Upadacitinib	substrate_of	CYP3A4
Leniolisib	substrate_of	ABCB1
L-Glutamine	substrate_of	SLC7A9
Cisapride	substrate_of	CYP2C19
Raloxifene	substrate_of	UGT1A10
Estrone	substrate_of	CYP2C9
Macitentan	substrate_of	CYP3A4
Zafirlukast	substrate_of	CYP2C9
Acyclovir	substrate_of	CKB
L-Glutamine	substrate_of	TGM3
Ganaxolone	substrate_of	CYP2C19
Cabergoline	substrate_of	ABCB1
Asunaprevir	substrate_of	CYP2C9
Tamoxifen	substrate_of	ABCC2
Celiprolol	substrate_of	CYP2D6
Felbamate	substrate_of	CYP2E1
Triclabendazole	substrate_of	CYP2D6
Pomalidomide	substrate_of	CYP1A2
Nicardipine	substrate_of	CYP3A4
Quetiapine	substrate_of	CYP3A4
Crizotinib	substrate_of	CYP3A4
Tenofovir disoproxil	substrate_of	NME1
Adefovir dipivoxil	substrate_of	NME2
Diazepam	substrate_of	CYP2C8
Thymidine	substrate_of	SLC28A3
Pimavanserin	substrate_of	CYP2J2
Etoposide	substrate_of	CYP2E1
Atrasentan	substrate_of	SLCO1B1
Urokinase	substrate_of	ST14
Trimethadione	substrate_of	CYP2C8
Oxymorphone	substrate_of	CYP3A4
Baricitinib	substrate_of	SLC47A2
Doxazosin	substrate_of	CYP3A4
Lumateperone	substrate_of	UGT1A4
Dacomitinib	substrate_of	ABCB1
Fruquintinib	substrate_of	CYP2C8
Adenosine	substrate_of	NME1
Digoxin	substrate_of	SLCO1A2
Dextropropoxyphene	substrate_of	CYP2D6
Zolpidem	substrate_of	CYP3A4
Trastuzumab emtansine	substrate_of	CYP3A4
Adagrasib	substrate_of	CYP2D6
Tamoxifen	substrate_of	FMO3
Esketamine	substrate_of	CYP2B6
Ritlecitinib	substrate_of	MGST3
Encorafenib	substrate_of	CYP2C19
Methotrexate	substrate_of	TYMS
Montelukast	substrate_of	CYP2A6
Clobazam	substrate_of	ABCB1
Vorasidenib	substrate_of	CYP2C19
Clofibrate	substrate_of	CYP3A4
Gabapentin enacarbil	substrate_of	SLC5A8
Losartan	substrate_of	UGT1A3
Piroxicam	substrate_of	CYP2C9
Mycophenolate mofetil	substrate_of	UGT1A9
Bisoprolol	substrate_of	ABCB1
Elagolix	substrate_of	CYP2D6
Canagliflozin	substrate_of	UGT2B4
Fingolimod	substrate_of	CYP4F2
Vonoprazan	substrate_of	CYP2C19
Minocycline	substrate_of	ompC
Pioglitazone	substrate_of	CYP3A4
Elbasvir	substrate_of	CYP3A4
Rimegepant	substrate_of	CYP2C9
Encorafenib	substrate_of	ABCB1
Ursodeoxycholic acid	substrate_of	SLC10A1
Benazepril	substrate_of	MTHFR
Lumiracoxib	substrate_of	CYP1A2
Meperidine	substrate_of	CYP2B6
Cyclosporine	substrate_of	ABCC10
Zidovudine	substrate_of	CYP2C9
Erlotinib	substrate_of	CYP1A1
Adenosine	substrate_of	ADK
Tazemetostat	substrate_of	CYP3A4
Buprenorphine	substrate_of	CYP2C8
Deuruxolitinib	substrate_of	ABCB1
Fludeoxyglucose (18F)	substrate_of	SLC2A11
Prednisolone acetate	substrate_of	CYP3A4
Baricitinib	substrate_of	SLC22A8
Gliclazide	substrate_of	CYP2C19
Sodium oxybate	substrate_of	ADHFE1
Azathioprine	substrate_of	SLC29A2
Ketorolac	substrate_of	CYP2C8
Zoliflodacin	substrate_of	SLCO1B3
Estradiol valerate	substrate_of	CYP2C9
Diphenadione	substrate_of	CYP3A4
Vilazodone	substrate_of	CYP2C19
Iloprost	substrate_of	SLCO3A1
Almotriptan	substrate_of	CYP3A4
Idelalisib	substrate_of	AOX1
Cimetidine	substrate_of	SLC22A1
Sepiapterin	substrate_of	ABCG2
Paltusotine	substrate_of	ABCG2
Phenytoin	substrate_of	CYP2C19
Lapatinib	substrate_of	CYP2C8
Nelfinavir	substrate_of	CYP2C19
Crinecerfont	substrate_of	CYP2C19
Palonosetron	substrate_of	CYP1A2
Elinzanetant	substrate_of	ABCB1
Simvastatin	substrate_of	CYP2C8
Zuclopenthixol	substrate_of	CYP2D6
Quinine	substrate_of	CYP2C8
Pravastatin	substrate_of	SLC16A1
Elbasvir	substrate_of	CYP3A5
Sertraline	substrate_of	CYP2C19
Orphenadrine	substrate_of	CYP3A4
Zaleplon	substrate_of	CYP3A4
Melatonin	substrate_of	CYP1B1
Topiramate	substrate_of	ABCB1
Crinecerfont	substrate_of	CYP2B6
Lenacapavir	substrate_of	CYP3A4
Regorafenib	substrate_of	UGT1A9
Elafibranor	substrate_of	ABCG2
Hydroxyurea	substrate_of	SLCO1B1
Tadalafil	substrate_of	CYP3A4
Etoposide	substrate_of	CYP1A2
Clomipramine	substrate_of	ALB
Dienogest	substrate_of	CYP3A4
Labetalol	substrate_of	UGT1A9
Lemborexant	substrate_of	ABCB1
Paclitaxel	substrate_of	CYP3A7
Lemborexant	substrate_of	CYP3A5
Cimetidine	substrate_of	SLC47A2
Mirtazapine	substrate_of	SLC6A4
Eletriptan	substrate_of	CYP2C9
Seladelpar	substrate_of	CYP2C8
Canagliflozin	substrate_of	CYP3A4
Clindamycin	substrate_of	ABCB1
Cisplatin	substrate_of	SLC22A2
Sonidegib	substrate_of	CYP3A4
Thalidomide	substrate_of	CYP2C19
Estradiol cypionate	substrate_of	CYP2C9
Midazolam	substrate_of	ABCB1
Dolasetron	substrate_of	CYP3A4
Ximelagatran	substrate_of	CYP2C9
Budesonide	substrate_of	CYP3A4
Conjugated estrogens	substrate_of	CYP1A2
Amitriptyline	substrate_of	CYP2C9
Frovatriptan	substrate_of	CYP1A2
Pitavastatin	substrate_of	ORM1
Haloperidol	substrate_of	CYP2C9
Cimetidine	substrate_of	SLC22A3
Lazertinib	substrate_of	GSTM1
Eltrombopag	substrate_of	UGT1A1
Flunitrazepam	substrate_of	CYP2A6
Torasemide	substrate_of	CYP2C9
Chlorzoxazone	substrate_of	CYP2E1
Cholic Acid	substrate_of	SLCO1B1
Cannabidiol	substrate_of	CYP3A4
Umbralisib	substrate_of	CYP3A4
Amlodipine	substrate_of	CYP3A4
Methadone	substrate_of	CYP2C19
Valproic acid	substrate_of	CYP2C19
Sirolimus	substrate_of	CYP3A5
Antipyrine	substrate_of	CYP2C18
Cyclophosphamide	substrate_of	CYP3A5
Simvastatin	substrate_of	ABCB11
Repotrectinib	substrate_of	ABCB1
Fenfluramine	substrate_of	CYP2D6
Oxazepam	substrate_of	UGT2B7
Thymidine	substrate_of	TK2
Zinc sulfate, unspecified form	substrate_of	SLC39A4
Dextroamphetamine	substrate_of	tynA
